,Home Type,Year Built,Address,Bedrooms,Bathrooms,Square Feet,Price
351,single_family,1956.0,3720 NW Orangewood Rd,3.0,1.0,14375.0,199900.0
352,single_family,1992.0,8523 Savannah Ct,3.0,3.0,10890.0,379900.0
353,single_family,1999.0,1929 Saint Gregorys Ct,3.0,3.0,13068.0,399900.0
354,single_family,2009.0,3706 Wager Ln,3.0,3.0,8712.0,488700.0
355,single_family,2022.0,132 S Elmwood St,2.0,1.0,7841.0,185000.0
356,single_family,1997.0,5100 Custis Ln,4.0,5.0,20038.0,665900.0
357,single_family,2017.0,9901 Cinnamon Ln,4.0,3.0,17424.0,575000.0
358,single_family,1960.0,2324 Belt Rd,2.0,2.0,43124.0,175000.0
359,single_family,1993.0,886 Hansmore Pl,4.0,3.0,10890.0,535000.0
360,single_family,2004.0,8332 Harbor Cove Dr,3.0,4.0,13068.0,599999.0
361,single_family,1973.0,1610 Hightop Trl,3.0,3.0,13504.0,400000.0
362,single_family,1976.0,8716 Glen Echo Dr,4.0,3.0,19166.0,430000.0
363,single_family,1969.0,752 Elkmont Rd,3.0,2.0,27007.0,279999.0
364,single_family,2000.0,11344 Stonebriar Ln,3.0,3.0,14375.0,389900.0
365,single_family,2003.0,7753 Edith Keeler Ln,3.0,3.0,13068.0,349900.0
366,land,,Kingston Pike,,0.0,16988.0,129900.0
367,single_family,2000.0,3029 Ginnbrooke Ln,3.0,3.0,6534.0,365000.0
368,single_family,1984.0,437 Anteelah Trl,3.0,3.0,10019.0,745000.0
369,single_family,1930.0,1108 Rider Ave,3.0,1.0,436.0,349900.0
370,single_family,1996.0,2401 Wadsworth Dr,3.0,3.0,6970.0,250000.0
371,single_family,2008.0,801 Heathgate Rd,4.0,3.0,12632.0,565000.0
372,single_family,2018.0,10804 Elsie Lavell Way,4.0,3.0,10019.0,529900.0
373,single_family,1979.0,12644 Pony Express Dr,3.0,2.0,16553.0,495000.0
374,townhomes,2006.0,1105 Webster Groves Ln,3.0,2.0,4081.0,275000.0
375,single_family,1965.0,7821 Luxmore Dr,4.0,3.0,27007.0,499000.0
376,single_family,2002.0,10251 Canton Place Ln,5.0,3.0,13504.0,619900.0
377,mobile,1999.0,5811 Thorn Grove Pike,3.0,2.0,163350.0,249900.0
378,single_family,1979.0,500 Augusta National Way,4.0,3.0,33106.0,1069999.0
379,single_family,1960.0,3306 Ellis St,3.0,2.0,21780.0,275000.0
380,single_family,1992.0,2922 Shanks Ln,3.0,3.0,125017.0,395000.0
381,single_family,1948.0,3217 Avondale Ave,4.0,2.0,11326.0,299000.0
382,single_family,1940.0,4112 Bruhin Rd,2.0,2.0,11326.0,230000.0
383,condos,2007.0,402 S Gay St Ste 304,2.0,2.0,,725000.0
384,farm,,Hewitt Ln,,0.0,270072.0,649900.0
385,mobile,1996.0,7225 Flint Gap Rd,3.0,2.0,87120.0,189900.0
386,single_family,1992.0,8904 Straw Flower Dr,5.0,3.0,10890.0,500000.0
387,single_family,2018.0,1401 Willow Field Ln,4.0,3.0,26136.0,533000.0
388,single_family,2022.0,5826 Lucerne Ln,3.0,3.0,16117.0,380000.0
389,condos,2007.0,2115 Fig Tree Way,2.0,2.0,436.0,319900.0
390,condos,2006.0,741 Yorkland Way,3.0,3.0,,335000.0
391,single_family,1954.0,5611 Dogwood Rd,2.0,1.0,14810.0,210000.0
392,single_family,1920.0,102 Kingwood Rd,2.0,1.0,436.0,209900.0
393,single_family,1947.0,3911 Gordon Smith Rd,2.0,1.0,11326.0,197500.0
394,single_family,2020.0,7103 Babelay Rd,4.0,3.0,426017.0,549900.0
395,single_family,2014.0,9902 George Williams Rd,4.0,4.0,46609.0,539000.0
396,single_family,1988.0,7812 Stillbrook Ln,3.0,2.0,21344.0,249900.0
397,single_family,1899.0,3139 NE Whitney Pl,3.0,2.0,14810.0,152000.0
398,single_family,1938.0,3341 Whittle Springs Rd,4.0,1.0,20909.0,159900.0
399,single_family,2020.0,6725 Albatross Ln,3.0,3.0,6970.0,420000.0
400,single_family,1974.0,1028 NW Sanders Rd,4.0,3.0,18731.0,399900.0
401,single_family,1993.0,803 Oconnell Dr,4.0,4.0,23958.0,875000.0
402,single_family,1979.0,10117 El Pinar Dr,3.0,2.0,32670.0,584500.0
403,single_family,1956.0,612 Black Oak Dr,4.0,3.0,84071.0,369900.0
404,single_family,1994.0,7760 Yellowbrick Way,4.0,5.0,306227.0,1250000.0
405,single_family,1965.0,6764 Heatherbrook Dr,3.0,2.0,27878.0,314900.0
406,single_family,1971.0,600 Forest Hills Blvd,3.0,2.0,8276.0,375000.0
407,single_family,1940.0,403 Maple Loop Rd,5.0,4.0,19602.0,519900.0
408,single_family,2011.0,12804 Farmgate Ln,5.0,9.0,36155.0,3450000.0
409,single_family,1950.0,703 E Emerald Ave,2.0,1.0,7405.0,169000.0
410,farm,,Nora Mae Rd,,0.0,239580.0,385000.0
411,single_family,2022.0,2612 Boright Dr,3.0,2.0,6970.0,240000.0
412,single_family,1937.0,5401 Dogwood Rd,3.0,2.0,436.0,499900.0
413,single_family,1925.0,700 Forest Hills Blvd,4.0,4.0,15246.0,624900.0
414,single_family,1930.0,7723 Andersonville Pike,3.0,2.0,47045.0,349900.0
415,single_family,1950.0,2528 Linden Ave,2.0,1.0,6534.0,109900.0
416,condos,2003.0,6340 Love Song Ln,3.0,3.0,3049.0,349900.0
417,single_family,2022.0,Reverence Run Rd Lot 121,6.0,6.0,23958.0,1609551.0
418,single_family,1980.0,11911 W Fox Chase Cir,4.0,4.0,34848.0,974000.0
419,single_family,1960.0,4116 Shangri La Dr,3.0,3.0,19166.0,259000.0
420,single_family,1967.0,9402 Gulf Park Dr,3.0,3.0,436.0,389000.0
421,single_family,1974.0,1216 Wallingford Rd,4.0,3.0,15682.0,335000.0
422,single_family,1920.0,721 W Emerald Ave,2.0,1.0,4792.0,95000.0
423,single_family,2007.0,1625 Lenland Ave,3.0,2.0,7405.0,260000.0
424,single_family,2012.0,12056 Woodhollow Ln,5.0,3.0,5663.0,564000.0
425,single_family,2022.0,5419 Weston Rd,3.0,2.0,10019.0,360000.0
426,single_family,2019.0,7205 Lawford Rd,4.0,4.0,13068.0,729900.0
427,single_family,1976.0,9208 Moreno Ln,3.0,3.0,37026.0,389900.0
428,single_family,1950.0,3900 Ivy Ave,1.0,2.0,7405.0,79900.0
429,single_family,1929.0,8012 Hill Rd,3.0,2.0,25265.0,224900.0
430,single_family,1957.0,209 NW Portsmouth Rd,3.0,3.0,17860.0,370000.0
431,single_family,1969.0,1609 Foxboro Dr,4.0,3.0,27443.0,266000.0
432,single_family,1925.0,1323 Minnesota Ave,2.0,1.0,4792.0,95000.0
433,single_family,2010.0,1273 Bishops View Ln,3.0,4.0,14810.0,550000.0
434,single_family,2022.0,3720 Parker Harrison Way,3.0,3.0,6970.0,479900.0
435,single_family,1930.0,1916 Hoitt Ave,2.0,2.0,7405.0,200000.0
436,single_family,2021.0,8116 Dennis Fox Ln,4.0,2.0,4356.0,387011.0
437,single_family,2006.0,8718 Brookhaven Dr,4.0,3.0,13939.0,469000.0
438,single_family,2006.0,6400 Ridgewalk Ln,5.0,3.0,8276.0,498000.0
439,single_family,2012.0,10356 Harrison Springs Ln,3.0,3.0,14810.0,500000.0
440,single_family,2020.0,3006 Lazy River Dr,3.0,3.0,7405.0,440000.0
441,single_family,1993.0,9724 Clearwater Dr,3.0,4.0,17424.0,400000.0
442,single_family,2022.0,617 Susan Renee Ln,4.0,3.0,44867.0,349900.0
443,single_family,2022.0,7606 Bailey Landing Ln,3.0,2.0,6534.0,427069.0
444,single_family,2005.0,10711 Rock Arbor Way,3.0,3.0,9148.0,550000.0
445,single_family,2007.0,2625 Nicholas View Ln,4.0,3.0,7405.0,479900.0
446,single_family,2022.0,7719 Lobetti Landing Ln,3.0,2.0,7841.0,431817.0
447,single_family,1974.0,4638 Cobblestone Cir,5.0,4.0,37026.0,460000.0
448,single_family,1994.0,8314 Longcreek Ln,3.0,3.0,871.0,389000.0
449,single_family,2005.0,1734 Haley Glenn Ln,3.0,2.0,16988.0,325000.0
450,single_family,1967.0,7906 Shoffner Ln,3.0,2.0,65340.0,310000.0
451,single_family,2020.0,12050 Salt Creek Ln,4.0,4.0,9148.0,775000.0
452,single_family,2019.0,5456 Calvert Ln,3.0,3.0,10890.0,340000.0
453,single_family,1988.0,7809 Griffith Rd,2.0,2.0,45302.0,239900.0
454,single_family,2018.0,11730 Highland Run Ln,3.0,3.0,11326.0,483000.0
455,single_family,2022.0,3213 Hopson Hollow Rd,3.0,2.0,6534.0,402769.0
456,single_family,1987.0,4628 Gillcrest Dr,5.0,3.0,74052.0,599000.0
457,single_family,1959.0,3211 Brooks Ave,2.0,1.0,130680.0,160000.0
458,single_family,2007.0,6527 Airtree Ln,3.0,2.0,10019.0,300000.0
459,single_family,1978.0,11438 Lindsey Ln,3.0,2.0,47480.0,420000.0
460,single_family,1950.0,1007 Farris Dr,4.0,2.0,19602.0,
461,single_family,1920.0,3209 E 5th Ave,3.0,1.0,7405.0,184900.0
462,single_family,1996.0,10074 Gate Post Way,2.0,2.0,2614.0,299000.0
463,single_family,1963.0,224 Bridgewater Rd,4.0,3.0,17860.0,
464,single_family,1952.0,1927 Seymour Ave,2.0,1.0,7841.0,199900.0
465,single_family,2007.0,2415 Southside Rd,3.0,2.0,8276.0,224999.0
466,single_family,2019.0,1237 Peake Ln,4.0,4.0,8276.0,710000.0
467,single_family,1945.0,1815 NW Wilkins St,2.0,1.0,6098.0,115000.0
468,single_family,1940.0,2117 Maryland Ave,3.0,1.0,12197.0,175000.0
469,single_family,2018.0,2572 Blackberry Ridge Blvd,6.0,4.0,10019.0,720000.0
470,single_family,1992.0,1524 Botsford Dr,4.0,4.0,18295.0,765000.0
471,single_family,1944.0,2205 Belvoir Ave,2.0,2.0,7841.0,175000.0
472,single_family,2018.0,2577 Timber Highlands Ln,4.0,3.0,9583.0,794000.0
473,single_family,1952.0,2111 Maryland Ave,3.0,1.0,6098.0,465000.0
474,single_family,2022.0,Boston Ivy Ln Lot 38,4.0,4.0,15682.0,1037128.0
475,single_family,1960.0,12616 Hickory Creek Rd,3.0,2.0,121968.0,148000.0
476,single_family,1955.0,712 White Oak Dr,4.0,2.0,54450.0,169999.0
477,single_family,1950.0,4135 Ridgeway Ln,3.0,2.0,20473.0,427000.0
478,single_family,1964.0,6604 Duke Rd,4.0,2.0,17424.0,285000.0
479,single_family,1985.0,429 Lost Tree Ln,3.0,2.0,6098.0,515000.0
480,single_family,2022.0,2349 Brooke Willow Blvd,3.0,3.0,13068.0,549900.0
481,single_family,1963.0,6148 Kirbury Ln,3.0,2.0,16553.0,375000.0
482,single_family,2006.0,6954 Pemmbrooke Shire Ln,8.0,7.0,4356.0,389900.0
483,single_family,1955.0,4212 Roaming Dr,4.0,2.0,15246.0,289900.0
484,single_family,1930.0,2311 Ridgecrest Dr,2.0,1.0,35719.0,159000.0
485,mobile,2002.0,1765 Richard Ln,3.0,2.0,44431.0,149900.0
486,single_family,1987.0,10924 Twin Harbour Dr,4.0,3.0,13068.0,499900.0
487,single_family,1959.0,1309 Pandora Rd,3.0,2.0,24394.0,295000.0
488,single_family,1956.0,416 Watauga Ave,3.0,3.0,10890.0,359900.0
489,single_family,2022.0,Boston Ivy Ln Lot 56,4.0,5.0,15682.0,882214.0
490,single_family,1989.0,5012 Justin Dr,4.0,4.0,17424.0,599900.0
491,single_family,1950.0,1825 Dry Gap Pike,3.0,1.0,30492.0,360000.0
492,single_family,1899.0,1404 Hannah Ave,3.0,2.0,11761.0,235000.0
493,single_family,1973.0,1711 Hart Rd,3.0,2.0,24829.0,375000.0
494,single_family,2001.0,3446 Meadow Top Ln,4.0,3.0,11761.0,485900.0
495,single_family,1963.0,4624 Robindale Dr,3.0,2.0,36590.0,260000.0
496,single_family,1967.0,2517 Wrights Ferry Rd,5.0,4.0,111078.0,1150000.0
497,single_family,1940.0,2916 Fairmont Blvd,2.0,2.0,8712.0,279900.0
498,multi_family,1972.0,E Red Bud Rd Unit 464-496,,,,975000.0
499,single_family,2005.0,2754 Rushland Park Blvd,3.0,3.0,14375.0,444900.0
500,single_family,2022.0,3719 Parker Harrison Way,3.0,3.0,6534.0,479900.0
501,single_family,1999.0,7541 Lyle Bend Ln,3.0,2.0,7405.0,254900.0
502,single_family,1899.0,512 Cansler Ave,2.0,1.0,2614.0,139900.0
503,single_family,2001.0,12505 Coral Reef Cir,5.0,4.0,18731.0,554900.0
504,single_family,2007.0,9701 Hawfinch Ln,5.0,3.0,13939.0,539000.0
505,single_family,1976.0,7634 Luscombe Dr,3.0,3.0,13068.0,399000.0
506,single_family,,12034 Lillibridge Crossing Ln,4.0,3.0,,385935.0
507,single_family,2006.0,816 Colonial Estates Way,3.0,2.0,2178.0,315000.0
508,condos,2003.0,801 Mediate Way,2.0,2.0,,215000.0
509,single_family,2001.0,125 Dalton Place Way,2.0,2.0,871.0,215000.0
510,single_family,1984.0,1526 Southbend Cir,3.0,3.0,14810.0,300000.0
511,single_family,1950.0,2035 Stony Point Rd,2.0,1.0,43996.0,165000.0
512,single_family,1960.0,4008 Elderwood Rd,3.0,2.0,12197.0,299000.0
513,single_family,2022.0,5114 Ivy Branch Ln Lot 56,3.0,2.0,6534.0,349900.0
514,single_family,2022.0,5113 Ivy Branch Ln Lot 60,3.0,2.0,5663.0,344900.0
515,single_family,2022.0,5117 Ivy Branch Ln Lot 61,3.0,2.0,5663.0,344900.0
516,single_family,1978.0,7809 Jefferson Oaks Dr,3.0,3.0,15246.0,384900.0
517,condos,2014.0,7920 Gatekeeper Way,2.0,2.0,2641.0,320000.0
518,single_family,1983.0,1221 Chelsea Rd,3.0,3.0,436.0,395000.0
519,single_family,2022.0,3311 Savoy St,2.0,1.0,5663.0,182500.0
520,single_family,1986.0,1513 Rhododendron Ct,3.0,2.0,436.0,244900.0
521,single_family,1960.0,3744 Timber Cir,3.0,2.0,10454.0,299900.0
522,single_family,1978.0,1412 Marconi Dr,3.0,3.0,436.0,339900.0
523,single_family,1998.0,4409 Aylesbury Dr,3.0,2.0,11326.0,399900.0
524,single_family,2005.0,4026 Larigo Dr,4.0,2.0,11326.0,280000.0
525,single_family,1945.0,6212 Babelay Rd,3.0,2.0,45738.0,243500.0
526,single_family,1980.0,300 NW Kennon Rd,3.0,3.0,13504.0,450000.0
527,single_family,1963.0,324 Belleaire Dr,3.0,3.0,21780.0,400000.0
528,condos,1975.0,458 Berlin Dr,3.0,2.0,436.0,225000.0
529,single_family,2005.0,9030 Grey Pointe Dr,4.0,6.0,21780.0,1699000.0
530,single_family,1956.0,1530 Wilson Rd,3.0,2.0,24394.0,229900.0
531,single_family,1920.0,442 Cedar Ave,2.0,2.0,7405.0,264900.0
532,single_family,1997.0,6717 Duncans Glen Dr,3.0,3.0,8712.0,530000.0
533,land,,12852 Watergrove Dr,,0.0,13504.0,159900.0
534,single_family,1994.0,6014 Waterbury Ln,3.0,3.0,7841.0,269000.0
535,single_family,1955.0,4308 NW Strolling Rd,3.0,2.0,15246.0,229900.0
536,single_family,1945.0,1912 Schaeffer Rd,4.0,2.0,26572.0,345000.0
537,single_family,1960.0,3600 Circle Lake Ln,3.0,4.0,68825.0,650000.0
538,single_family,1998.0,1577 Lyons Bend Rd,4.0,6.0,217364.0,1950000.0
539,land,,9511 Bluegrass Rd,,0.0,130680.0,599000.0
540,mobile,2000.0,1019 Catoosa Ln,3.0,2.0,47045.0,75000.0
541,single_family,2022.0,11136 Narrow Leaf Dr,2.0,3.0,6098.0,442602.0
542,single_family,2017.0,636 Blowing Rock Ln,4.0,4.0,436.0,825000.0
543,single_family,1981.0,6901 Maize Dr,3.0,2.0,13068.0,249900.0
544,single_family,1962.0,305 Elkmont Rd,3.0,2.0,15246.0,192500.0
545,single_family,1979.0,1714 Vada Cir,3.0,2.0,6970.0,250000.0
546,land,,8356 Lake Village Cir,,0.0,22216.0,69900.0
547,single_family,1955.0,3205 Mount Vernon Dr,4.0,2.0,23958.0,349909.0
548,single_family,1968.0,7708 Sussex Cir,3.0,2.0,16553.0,289900.0
549,single_family,1979.0,4833 Smithwood Rd,5.0,4.0,19166.0,285000.0
550,single_family,2009.0,953 Vicar Ln,4.0,3.0,7405.0,405000.0
551,condos,1994.0,715 Cedar Ln Unit 115,2.0,2.0,,315000.0
552,land,,7313 Dixon Springs Ln,,0.0,43996.0,149900.0
553,single_family,1996.0,7609 Water Tower Rd,3.0,2.0,10454.0,300000.0
554,single_family,1970.0,353 Volena Pl,4.0,2.0,11761.0,150000.0
555,single_family,1960.0,5800 Grove Dr,3.0,1.0,21780.0,360000.0
556,single_family,2005.0,8905 Dover Cliff Ln,5.0,5.0,20038.0,925000.0
557,single_family,1999.0,1712 Delmonte Way,4.0,3.0,4356.0,349900.0
558,single_family,1960.0,1020 Parish St,2.0,1.0,9148.0,150000.0
559,single_family,1992.0,7840 Signal Station Rd,3.0,2.0,10454.0,295000.0
560,single_family,1966.0,3713 Frostwood Rd,3.0,3.0,16553.0,299700.0
561,single_family,2016.0,5524 Meadow Wells Dr,3.0,3.0,10019.0,384900.0
562,land,,4211 Skyline Dr,,0.0,18731.0,15000.0
563,single_family,1999.0,1501 Silverdale Ln,4.0,3.0,15246.0,499500.0
564,condos,1969.0,6531 Deane Hill Dr Apt 57,2.0,2.0,436.0,219900.0
565,single_family,1951.0,3115 Wilson Ave,3.0,2.0,9583.0,230000.0
566,single_family,1994.0,5528 Kesterbrooke Blvd,3.0,3.0,55757.0,665000.0
567,single_family,1982.0,2021 Bishops Bridge Rd,3.0,3.0,13939.0,359900.0
568,single_family,1899.0,1325 Armstrong Ave,4.0,4.0,11326.0,645000.0
569,single_family,1992.0,8116 Crimson Ln,4.0,3.0,11326.0,379900.0
570,single_family,1944.0,1009 Highland Dr,3.0,2.0,28750.0,219000.0
571,single_family,1994.0,1617 Wayside Rd,3.0,3.0,11761.0,424900.0
572,single_family,1992.0,8607 Savannah Ct,4.0,4.0,6098.0,499000.0
573,single_family,1947.0,3209 Ginn Dr,2.0,2.0,51401.0,284900.0
574,single_family,1910.0,219 E Quincy Ave,2.0,1.0,6098.0,195000.0
575,single_family,1972.0,1052 Brantley Dr,3.0,2.0,9583.0,259000.0
576,single_family,2022.0,3117 Greenway Dr,3.0,2.0,21780.0,324900.0
577,single_family,2022.0,2939 Cardiff Castle Ln,4.0,3.0,6534.0,443100.0
578,single_family,2006.0,11609 Cassidy Ln,3.0,3.0,10454.0,499000.0
579,single_family,2021.0,1013 Westland Creek Blvd,4.0,3.0,8712.0,589000.0
580,single_family,2009.0,2619 Nicholas View Ln,5.0,4.0,7405.0,625000.0
581,single_family,2008.0,1901 NW Murray Rd,4.0,5.0,152460.0,739900.0
582,single_family,1899.0,510 Watauga Ave,3.0,2.0,6970.0,310000.0
583,single_family,1997.0,511 Saddle Ridge Dr,5.0,5.0,22216.0,875000.0
584,land,,,,0.0,7405.0,39900.0
585,condos,1998.0,4202 Iona Way Unit 4202,2.0,1.0,,155900.0
586,single_family,1929.0,3205 Burnside St,4.0,2.0,7405.0,269900.0
587,single_family,1975.0,509 Villa Crest Dr,6.0,3.0,20909.0,479900.0
588,single_family,1963.0,520 Bardon Rd,4.0,4.0,21344.0,469900.0
589,single_family,2022.0,1811 Marion St,2.0,1.0,7841.0,185000.0
590,single_family,2005.0,7629 Cool Breeze Dr,4.0,3.0,9148.0,389900.0
591,single_family,1955.0,5208 Bluefield Rd,4.0,3.0,22216.0,425000.0
592,townhomes,1998.0,6918 Pemmbrooke Shire Ln,3.0,3.0,3485.0,350000.0
593,single_family,2022.0,3736 Catalpa Ave,3.0,2.0,7405.0,247500.0
594,single_family,2020.0,6706 Albatross Ln,3.0,3.0,5663.0,415900.0
595,single_family,2006.0,4915 Crippen Rd,3.0,3.0,202554.0,795000.0
596,single_family,2022.0,9803 George Williams Rd,4.0,4.0,17860.0,699900.0
597,single_family,2004.0,10311 Evening Ridge Ln,5.0,5.0,12632.0,859900.0
598,single_family,1975.0,4213 Mascarene Rd,4.0,2.0,13068.0,240000.0
599,single_family,1951.0,8405 S Northshore Dr,4.0,2.0,52272.0,475000.0
600,single_family,2021.0,3105 Creekbend Ln,3.0,3.0,12197.0,474900.0
601,single_family,2019.0,10504 Club Car Ln,4.0,3.0,436.0,539900.0
602,land,,5617 Washington Pike,,0.0,117176.0,220000.0
603,single_family,1997.0,8101 Tamarack Rd,3.0,3.0,436.0,495000.0
604,single_family,1954.0,2304 Southside Rd,3.0,1.0,33977.0,225000.0
605,single_family,2022.0,7715 Willow Branch Ln,4.0,3.0,17424.0,505000.0
606,single_family,2022.0,3112 Bakertown Station Way,4.0,3.0,6534.0,487000.0
607,single_family,1900.0,1900 Victoria Ave,2.0,1.0,28314.0,169900.0
608,condos,1930.0,418 S Gay St Ste 403,3.0,3.0,3485.0,699000.0
609,single_family,1972.0,6513 Trousdale Rd,3.0,2.0,19166.0,342500.0
610,single_family,1973.0,2601 Shore Line Rd,4.0,3.0,108900.0,650000.0
611,single_family,1965.0,404 W Meadecrest Dr,3.0,2.0,21344.0,365000.0
612,single_family,1966.0,5509 Millertown Pike,3.0,2.0,21344.0,274899.0
613,single_family,1994.0,1435 Hawks Landing Dr,3.0,3.0,16988.0,439000.0
614,single_family,2019.0,9927 Hummingbird Ln,4.0,3.0,15246.0,469000.0
615,single_family,2019.0,2343 Wolf Crossing Ln,4.0,4.0,19602.0,624900.0
616,single_family,1971.0,12325 N Fox Den Dr,4.0,4.0,18731.0,999900.0
617,single_family,1988.0,1452 Knightsbridge Dr,4.0,3.0,12632.0,475000.0
618,single_family,2016.0,3920 Hillside Terrace Ln,3.0,2.0,28314.0,426000.0
619,single_family,1994.0,1527 Hall Acres Dr,3.0,3.0,222156.0,750000.0
620,condos,2007.0,3725 Willow Falls Way,2.0,2.0,,209900.0
621,single_family,1965.0,3328 Dewine Rd,3.0,1.0,19166.0,225000.0
622,single_family,1960.0,4100 Crestfield Rd,3.0,2.0,15682.0,260000.0
623,single_family,2004.0,7233 Austin Park Ln,3.0,2.0,10019.0,289000.0
624,single_family,1969.0,8713 Wimbledon Dr,4.0,3.0,20473.0,450000.0
625,single_family,1999.0,1645 Emerald Pointe Ln,2.0,2.0,436.0,242900.0
626,single_family,1964.0,728 Waco Rd,3.0,2.0,14375.0,325000.0
627,single_family,1969.0,1429 High Mesa Dr,4.0,3.0,49658.0,490000.0
628,single_family,2002.0,1661 Meadow Chase Ln,5.0,4.0,13939.0,649900.0
629,single_family,1979.0,11321 Gates Mill Dr Unit 1,4.0,3.0,16553.0,489900.0
630,single_family,1950.0,1712 Fair Dr,3.0,2.0,17424.0,290000.0
631,single_family,1993.0,624 Battle Front Trl,5.0,3.0,16988.0,774900.0
632,single_family,1945.0,4100 Walker Blvd,3.0,2.0,436.0,245000.0
633,land,,Rifle Range Dr,,0.0,261360.0,99000.0
634,single_family,2005.0,7327 Olive Branch Ln,3.0,3.0,6098.0,349900.0
635,single_family,1973.0,1025 Brantley Dr,4.0,3.0,15682.0,399500.0
636,single_family,1990.0,808 Olde Pioneer Trl,3.0,3.0,5227.0,295000.0
637,townhomes,1986.0,4438 Townhouse Way,2.0,2.0,,190000.0
638,single_family,1968.0,8808 W Simpson Rd,3.0,2.0,19166.0,280000.0
639,single_family,1972.0,6520 Ellesmere Dr,3.0,2.0,10019.0,335000.0
640,single_family,2001.0,1158 Highgrove Garden Way,3.0,3.0,4356.0,599900.0
641,farm,,McKamey Rd,,0.0,1568160.0,1600000.0
642,single_family,2005.0,7714 Ellisville Ln,2.0,2.0,3920.0,285000.0
643,single_family,2000.0,9821 Giverny Cir,3.0,4.0,8276.0,686000.0
644,condos,1991.0,1728 Stone Hedge Dr,3.0,2.0,3485.0,309900.0
645,land,,French Rd,,0.0,1084208.0,489900.0
646,single_family,2010.0,5102 Jade Pasture Ln,3.0,2.0,13068.0,375000.0
647,single_family,1943.0,1104 E Hendron Chapel Rd,3.0,2.0,74052.0,349900.0
648,single_family,1948.0,6207 John May Dr,5.0,2.0,89298.0,274900.0
649,single_family,2022.0,1641 Sugarfield Ln,4.0,3.0,6970.0,589900.0
650,single_family,1930.0,1722 Forest Ave,2.0,2.0,4792.0,289900.0
651,single_family,1998.0,2125 Virginia Ave,2.0,1.0,6098.0,160000.0
652,single_family,1976.0,1107 Viking Dr,4.0,3.0,16553.0,309000.0
653,single_family,1997.0,2433 Maple Crest Ln,4.0,3.0,14810.0,399900.0
654,single_family,2015.0,12084 Woodhollow Ln,4.0,3.0,7841.0,585000.0
655,single_family,2019.0,638 Witherspoon Ln,4.0,4.0,16553.0,859900.0
656,single_family,1992.0,1513 Pheasants Glen Dr,3.0,3.0,7405.0,399900.0
657,land,,428 Corum Rd,,0.0,143748.0,65000.0
658,single_family,1991.0,7548 Christin Lee Cir,3.0,3.0,10890.0,339900.0
659,single_family,1986.0,9710 Clearwater Dr,4.0,3.0,17424.0,435000.0
660,single_family,2019.0,9942 Hummingbird Ln,5.0,3.0,7405.0,539900.0
661,single_family,1973.0,5126 Crippen Rd,4.0,3.0,64033.0,389900.0
662,single_family,1965.0,737 Piper Rd,3.0,2.0,14810.0,315000.0
663,single_family,1994.0,6325 Tazewell Pike,5.0,5.0,453460.0,1925000.0
664,single_family,1964.0,1812 Tanager Ln,5.0,4.0,41818.0,495000.0
665,single_family,1993.0,7712 Water Tower Rd,3.0,2.0,11761.0,285000.0
666,single_family,1966.0,416 Corum Rd,2.0,1.0,58370.0,199900.0
667,single_family,1978.0,4120 Inisbrook Way,3.0,3.0,15246.0,329900.0
668,single_family,1960.0,4917 Coster Rd,3.0,2.0,16988.0,219000.0
669,single_family,1999.0,9001 Bateau Ln,4.0,4.0,22216.0,649900.0
670,townhomes,2003.0,2572 Moss Creek Rd,3.0,2.0,4792.0,349900.0
671,single_family,1930.0,707 Polk St,3.0,1.0,4792.0,200000.0
672,single_family,2016.0,3827 Keowee Ave,3.0,3.0,9148.0,985000.0
673,single_family,2022.0,Boston Ivy Ln Lot 12,3.0,3.0,11761.0,645353.0
674,single_family,1950.0,3521 Luwana Ln,4.0,2.0,19602.0,299900.0
675,single_family,2018.0,2703 Honey Hill Rd,4.0,3.0,10890.0,395000.0
676,single_family,2013.0,1321 Woodland Ridge Ln,3.0,3.0,6970.0,599000.0
677,single_family,2022.0,4912 Fox Point Ln,3.0,3.0,7405.0,329900.0
678,single_family,2002.0,7900 Scenic View Dr,5.0,3.0,85378.0,659900.0
679,single_family,1958.0,7806 Wise Ln,3.0,1.0,21344.0,175000.0
680,condos,1997.0,3916 Valley Creek Way,2.0,2.0,1400.0,225000.0
681,single_family,2001.0,4805 Ivy Rose Dr,4.0,3.0,10454.0,399900.0
682,single_family,1945.0,2328 Boxwood Ln,2.0,1.0,10019.0,150000.0
683,single_family,1940.0,3703B Ne Valley View Dr,2.0,1.0,42253.0,235000.0
684,single_family,1944.0,4215 Acuff St,2.0,1.0,15246.0,119000.0
685,single_family,1952.0,3106 Boright Dr,2.0,1.0,10454.0,209900.0
686,single_family,1999.0,106 E Red Bud Rd,3.0,2.0,14375.0,294900.0
687,single_family,2017.0,2340 Madeline Vine Ln,3.0,3.0,9148.0,395000.0
688,mobile,2000.0,1509 Strawberry Hills Ln,4.0,2.0,90169.0,219900.0
689,single_family,2000.0,908 Signature Ln,4.0,6.0,23522.0,1290000.0
690,single_family,2001.0,1265 Kensington Dr,5.0,5.0,17424.0,1150000.0
691,single_family,2006.0,9640 Stone Canyon Ln,4.0,5.0,15682.0,680000.0
692,single_family,1962.0,508 Elkmont Rd,4.0,2.0,17860.0,349900.0
693,single_family,2022.0,901 Belle Pond Ave,3.0,3.0,6098.0,510000.0
694,single_family,1987.0,4838 Jenkins Rd,1.0,2.0,10890.0,200000.0
